震级,time,纬度,经度,深度,place
3.7,2024-01-26 10:26:05,41.26,78.72,10,新疆阿克苏地区乌什县
4.0,2024-01-26 09:55:12,41.12,78.56,13,新疆克孜勒苏州阿合奇县
3.6,2024-01-26 09:14:32,41.13,78.55,14,新疆克孜勒苏州阿合奇县
3.7,2024-01-26 08:17:31,41.13,78.59,13,新疆克孜勒苏州阿合奇县
3.0,2024-01-26 07:46:55,41.18,78.7,13,新疆克孜勒苏州阿合奇县
4.3,2024-01-26 06:38:10,41.02,78.7,11,新疆克孜勒苏州阿合奇县
3.1,2024-01-26 05:12:32,41.11,78.53,10,新疆克孜勒苏州阿合奇县
3.7,2024-01-26 05:11:06,41.11,78.59,13,新疆克孜勒苏州阿合奇县
3.0,2024-01-26 04:21:36,41.34,78.81,11,新疆阿克苏地区乌什县
5.6,2024-01-26 04:01:28,41.29,78.83,18,新疆阿克苏地区乌什县
3.8,2024-01-26 03:21:41,40.52,77.46,20,新疆克孜勒苏州阿图什市
3.1,2024-01-25 21:54:54,41.1,78.41,15,新疆克孜勒苏州阿合奇县
3.3,2024-01-25 17:29:50,41.34,78.92,12,新疆阿克苏地区乌什县
3.2,2024-01-25 16:59:57,41.24,78.73,13,新疆阿克苏地区乌什县
3.0,2024-01-25 16:59:00,41.12,78.58,14,新疆克孜勒苏州阿合奇县
3.3,2024-01-25 16:42:48,41.12,78.55,14,新疆克孜勒苏州阿合奇县
3.7,2024-01-25 16:14:48,41.34,78.91,16,新疆阿克苏地区乌什县
3.3,2024-01-25 13:00:23,41.03,78.67,18,新疆克孜勒苏州阿合奇县
3.8,2024-01-25 12:59:22,41.24,78.76,15,新疆阿克苏地区乌什县
3.2,2024-01-25 12:54:54,41.12,78.59,16,新疆克孜勒苏州阿合奇县
3.0,2024-01-25 12:21:59,41.09,78.58,15,新疆克孜勒苏州阿合奇县
5.2,2024-01-25 06:21:48,41.08,78.55,15,新疆克孜勒苏州阿合奇县
3.1,2024-01-25 05:50:09,41.06,78.57,15,新疆克孜勒苏州阿合奇县
4.1,2024-01-25 04:35:08,41.27,78.78,18,新疆阿克苏地区乌什县
4.3,2024-01-25 04:05:02,41.0,78.47,20,新疆克孜勒苏州阿合奇县
3.4,2024-01-25 03:59:55,41.1,78.59,18,新疆克孜勒苏州阿合奇县
3.2,2024-01-25 03:51:40,41.96,82.44,18,新疆阿克苏地区拜城县
3.4,2024-01-25 03:33:21,41.17,78.59,20,新疆克孜勒苏州阿合奇县
3.7,2024-01-25 02:45:16,41.28,78.82,20,新疆阿克苏地区乌什县
3.0,2024-01-25 01:49:07,41.11,78.61,25,新疆克孜勒苏州阿合奇县
3.0,2024-01-25 00:38:50,41.06,78.58,10,新疆克孜勒苏州阿合奇县
3.0,2024-01-25 00:33:02,41.09,78.59,20,新疆克孜勒苏州阿合奇县
3.2,2024-01-25 00:20:12,41.09,78.58,15,新疆克孜勒苏州阿合奇县
3.6,2024-01-24 23:04:16,41.08,78.53,18,新疆克孜勒苏州阿合奇县
4.0,2024-01-24 23:01:21,41.19,78.61,22,新疆克孜勒苏州阿合奇县
3.1,2024-01-24 23:00:47,41.08,78.43,15,新疆克孜勒苏州阿合奇县
3.0,2024-01-24 20:36:39,41.32,78.76,15,新疆阿克苏地区乌什县
3.4,2024-01-24 17:43:21,41.14,78.52,15,新疆克孜勒苏州阿合奇县
3.1,2024-01-24 17:30:23,41.2,78.67,15,新疆克孜勒苏州阿合奇县
3.3,2024-01-24 16:04:00,41.11,78.57,20,新疆克孜勒苏州阿合奇县
3.0,2024-01-24 15:04:21,41.12,78.57,18,新疆克孜勒苏州阿合奇县
3.0,2024-01-24 14:51:27,41.21,78.71,18,新疆阿克苏地区乌什县
3.3,2024-01-24 14:29:33,41.3,78.7,15,新疆阿克苏地区乌什县
3.0,2024-01-24 12:58:26,41.11,78.6,10,新疆克孜勒苏州阿合奇县
3.2,2024-01-24 11:56:25,41.07,78.59,15,新疆克孜勒苏州阿合奇县
3.6,2024-01-24 10:54:03,41.07,78.59,10,新疆克孜勒苏州阿合奇县
3.4,2024-01-24 10:16:31,41.16,78.6,10,新疆克孜勒苏州阿合奇县
3.2,2024-01-24 09:59:14,41.31,78.78,10,新疆阿克苏地区乌什县
3.9,2024-01-24 09:35:18,41.36,78.73,10,新疆阿克苏地区乌什县
3.0,2024-01-24 08:15:28,41.16,78.57,10,新疆克孜勒苏州阿合奇县
3.0,2024-01-23 19:31:31,41.04,78.51,10,新疆克孜勒苏州阿合奇县
3.6,2024-01-23 19:07:06,41.35,78.79,10,新疆阿克苏地区乌什县
3.3,2024-01-23 18:05:56,41.17,78.59,10,新疆克孜勒苏州阿合奇县
3.3,2024-01-23 17:47:19,41.11,78.59,10,新疆克孜勒苏州阿合奇县
4.0,2024-01-23 17:24:48,41.33,78.79,10,新疆阿克苏地区乌什县
4.0,2024-01-23 17:23:20,41.15,78.53,10,新疆克孜勒苏州阿合奇县
3.6,2024-01-23 17:10:11,41.1,78.6,10,新疆克孜勒苏州阿合奇县
4.6,2024-01-23 17:07:09,41.18,78.57,10,新疆克孜勒苏州阿合奇县
3.1,2024-01-23 16:31:34,41.13,78.6,10,新疆克孜勒苏州阿合奇县
3.1,2024-01-23 15:31:52,41.11,78.6,10,新疆克孜勒苏州阿合奇县
3.6,2024-01-23 15:19:17,41.12,78.52,10,新疆克孜勒苏州阿合奇县
3.2,2024-01-23 15:12:21,41.14,78.53,10,新疆克孜勒苏州阿合奇县
3.3,2024-01-23 15:06:36,41.15,78.5,10,新疆克孜勒苏州阿合奇县
3.0,2024-01-23 14:45:24,41.34,78.71,10,新疆阿克苏地区乌什县
3.4,2024-01-23 14:41:09,41.11,78.62,10,新疆克孜勒苏州阿合奇县
3.1,2024-01-23 13:33:00,41.2,78.63,10,新疆克孜勒苏州阿合奇县
3.1,2024-01-23 12:58:03,41.36,78.75,10,新疆阿克苏地区乌什县
3.2,2024-01-23 12:56:44,41.12,78.6,10,新疆克孜勒苏州阿合奇县
3.5,2024-01-23 12:30:59,41.07,78.69,10,新疆克孜勒苏州阿合奇县
4.0,2024-01-23 12:25:47,41.11,78.6,10,新疆克孜勒苏州阿合奇县
3.0,2024-01-23 12:21:22,41.22,78.7,10,新疆阿克苏地区乌什县
3.4,2024-01-23 12:13:31,41.13,78.51,10,新疆克孜勒苏州阿合奇县
4.7,2024-01-23 12:01:22,41.31,78.82,10,新疆阿克苏地区乌什县
3.9,2024-01-23 11:52:21,41.32,78.79,20,新疆阿克苏地区乌什县
3.0,2024-01-23 11:15:56,41.28,78.68,10,新疆阿克苏地区乌什县
3.7,2024-01-23 06:20:04,41.02,78.66,16,新疆克孜勒苏州阿合奇县
3.2,2024-01-23 06:08:59,41.32,78.69,18,新疆阿克苏地区乌什县
3.0,2024-01-23 06:00:39,41.13,78.53,11,新疆克孜勒苏州阿合奇县
3.3,2024-01-23 05:50:47,41.21,78.85,15,新疆阿克苏地区乌什县
3.6,2024-01-23 05:49:14,41.19,78.55,11,新疆克孜勒苏州阿合奇县
4.7,2024-01-23 05:43:03,41.18,78.61,13,新疆克孜勒苏州阿合奇县
3.0,2024-01-23 05:40:53,41.17,78.58,10,新疆克孜勒苏州阿合奇县
3.7,2024-01-23 05:38:36,41.27,78.81,12,新疆阿克苏地区乌什县
3.0,2024-01-23 05:25:42,41.1,78.62,20,新疆克孜勒苏州阿合奇县
3.0,2024-01-23 05:21:03,41.14,78.52,20,新疆克孜勒苏州阿合奇县
4.1,2024-01-23 05:16:44,41.14,78.56,20,新疆克孜勒苏州阿合奇县
3.0,2024-01-23 05:04:18,41.16,78.62,20,新疆克孜勒苏州阿合奇县
4.5,2024-01-23 04:57:12,41.2,78.81,20,新疆阿克苏地区乌什县
3.3,2024-01-23 04:48:33,41.16,78.57,20,新疆克孜勒苏州阿合奇县
3.1,2024-01-23 04:43:36,41.12,78.62,20,新疆克孜勒苏州阿合奇县
4.6,2024-01-23 04:29:29,41.13,78.64,20,新疆克孜勒苏州阿合奇县
3.1,2024-01-23 04:25:16,41.21,78.56,20,新疆克孜勒苏州阿合奇县
3.1,2024-01-23 04:18:57,41.12,78.61,20,新疆克孜勒苏州阿合奇县
3.2,2024-01-23 04:08:47,41.15,78.57,20,新疆克孜勒苏州阿合奇县
3.0,2024-01-23 03:59:53,41.15,78.56,20,新疆克孜勒苏州阿合奇县
3.0,2024-01-23 03:59:33,39.85,112.71,8,山西大同市左云县
3.2,2024-01-23 03:40:35,41.16,78.54,20,新疆克孜勒苏州阿合奇县
5.3,2024-01-23 03:36:46,41.11,78.66,20,新疆克孜勒苏州阿合奇县
3.1,2024-01-23 03:30:34,41.21,78.83,20,新疆阿克苏地区乌什县
3.2,2024-01-23 03:21:10,41.14,78.52,13,新疆克孜勒苏州阿合奇县
3.4,2024-01-23 03:20:18,41.29,78.69,14,新疆阿克苏地区乌什县
3.2,2024-01-23 03:17:13,41.28,78.94,20,新疆阿克苏地区乌什县
3.8,2024-01-23 03:14:02,40.95,78.79,20,新疆克孜勒苏州阿合奇县
4.6,2024-01-23 02:50:43,41.33,78.68,17,新疆阿克苏地区乌什县
5.2,2024-01-23 02:42:33,41.33,78.7,14,新疆阿克苏地区乌什县
4.5,2024-01-23 02:32:40,41.07,78.43,23,新疆克孜勒苏州阿合奇县
3.8,2024-01-23 02:17:06,41.24,78.46,20,新疆克孜勒苏州阿合奇县
3.3,2024-01-23 02:16:28,41.15,78.59,20,新疆克孜勒苏州阿合奇县
4.5,2024-01-23 02:14:16,41.27,78.61,20,新疆阿克苏地区乌什县
7.1,2024-01-23 02:09:05,41.26,78.63,22,新疆阿克苏地区乌什县
3.2,2024-01-22 22:23:56,39.34,97.33,10,甘肃酒泉市肃北县
3.0,2024-01-22 17:00:56,38.35,75.41,137,新疆克孜勒苏州阿克陶县
4.8,2024-01-22 12:33:18,41.97,81.11,16,新疆阿克苏地区拜城县
3.7,2024-01-20 01:41:41,28.14,105.09,9,四川宜宾市兴文县
3.6,2024-01-20 01:25:27,38.31,89.64,10,新疆巴音郭楞州若羌县
3.0,2024-01-19 13:02:13,28.93,103.14,16,四川乐山市峨边县
3.0,2024-01-19 06:24:02,28.92,103.12,12,四川乐山市峨边县
3.3,2024-01-18 01:55:59,40.2,77.39,15,新疆克孜勒苏州阿图什市
3.0,2024-01-17 16:45:18,32.75,120.19,9,江苏盐城市东台市
3.3,2024-01-16 16:45:17,29.94,92.4,10,西藏林芝市工布江达县
3.2,2024-01-16 10:06:23,28.81,105.08,8,四川宜宾市江安县
3.0,2024-01-15 21:05:36,40.1,75.34,10,新疆克孜勒苏州乌恰县
3.1,2024-01-13 13:25:05,35.75,102.78,8,甘肃临夏州积石山县
3.4,2024-01-12 09:29:11,41.3,83.69,10,新疆阿克苏地区库车市
3.3,2024-01-12 00:55:55,38.26,76.76,10,新疆喀什地区莎车县
3.1,2024-01-10 22:46:58,35.77,102.77,10,甘肃临夏州积石山县
3.2,2024-01-10 02:46:29,38.0,83.78,17,新疆和田地区民丰县
3.2,2024-01-10 01:26:12,38.0,83.8,20,新疆和田地区民丰县
3.1,2024-01-09 02:36:33,40.84,84.13,14,新疆巴音郭楞州尉犁县
3.3,2024-01-09 02:08:52,43.92,84.67,23,新疆塔城地区乌苏市
4.1,2024-01-09 02:07:47,43.89,84.72,22,新疆塔城地区乌苏市
3.2,2024-01-09 00:21:58,27.55,100.91,11,四川凉山州盐源县
3.8,2024-01-08 03:48:13,39.4,97.3,12,甘肃酒泉市肃北县
3.7,2024-01-05 01:37:20,41.16,83.72,15,新疆阿克苏地区库车市
4.2,2024-01-04 22:29:20,21.05,109.24,9,广西北海市银海区海域
2.4,2024-01-04 02:49:32,41.18,114.47,10,河北张家口市张北县
3.5,2024-01-03 18:08:25,24.76,117.49,13,福建漳州市华安县
2.9,2024-01-01 07:04:18,31.67,104.12,16,四川绵阳市安州区
4.9,2023-12-31 22:27:38,36.74,105.0,10,甘肃白银市平川区
3.2,2023-12-31 14:07:04,29.4,104.46,8,四川自贡市荣县
3.0,2023-12-30 10:15:56,36.55,122.34,12,山东威海市荣成市海域
3.1,2023-12-30 02:44:33,39.41,78.11,15,新疆喀什地区巴楚县
3.2,2023-12-28 19:51:48,24.8,99.2,10,云南保山市施甸县
3.0,2023-12-28 05:15:50,43.09,94.21,10,新疆哈密市伊州区
3.1,2023-12-27 04:22:45,32.3,105.01,10,四川广元市青川县
3.3,2023-12-27 00:08:16,35.73,102.82,10,甘肃临夏州积石山县
3.3,2023-12-26 18:11:21,40.19,76.09,20,新疆克孜勒苏州阿图什市
3.1,2023-12-25 14:48:03,40.9,83.96,10,新疆阿克苏地区库车市
3.0,2023-12-25 04:23:03,38.66,102.1,13,甘肃金昌市金川区
3.1,2023-12-24 22:28:44,40.01,77.96,17,新疆克孜勒苏州阿图什市
3.3,2023-12-24 19:51:41,38.43,75.39,142,新疆克孜勒苏州阿克陶县
2.8,2023-12-24 16:39:37,39.84,118.73,11,河北唐山市滦州市
3.3,2023-12-23 18:37:48,40.83,82.66,25,新疆阿克苏地区沙雅县
3.4,2023-12-23 10:31:01,44.8,89.28,14,新疆昌吉州吉木萨尔县
3.1,2023-12-22 22:16:26,41.34,84.49,10,新疆巴音郭楞州轮台县
3.0,2023-12-22 14:43:13,35.73,102.81,8,甘肃临夏州积石山县
3.1,2023-12-21 12:26:04,41.16,83.75,12,新疆阿克苏地区库车市
4.1,2023-12-21 04:02:14,35.77,102.8,8,甘肃临夏州积石山县
3.4,2023-12-20 00:32:52,35.76,102.78,9,甘肃临夏州积石山县
3.1,2023-12-19 21:49:48,28.34,104.94,8,四川宜宾市长宁县
5.5,2023-12-19 09:46:21,40.02,77.86,10,新疆克孜勒苏州阿图什市
3.2,2023-12-19 02:10:06,35.83,102.76,10,甘肃临夏州积石山县
3.2,2023-12-19 01:20:12,35.8,102.77,10,甘肃临夏州积石山县
3.2,2023-12-19 01:10:31,35.8,102.78,10,甘肃临夏州积石山县
4.1,2023-12-19 00:59:39,35.83,102.78,10,甘肃临夏州积石山县
3.1,2023-12-19 00:59:11,35.74,102.77,10,甘肃临夏州积石山县
3.4,2023-12-19 00:56:51,35.8,102.79,10,甘肃临夏州积石山县
3.4,2023-12-19 00:43:12,35.78,102.77,10,甘肃临夏州积石山县
4.0,2023-12-19 00:36:18,35.78,102.78,10,甘肃临夏州积石山县
3.9,2023-12-19 00:24:49,35.73,102.78,10,甘肃临夏州积石山县
6.2,2023-12-18 23:59:30,35.7,102.79,10,甘肃临夏州积石山县
3.1,2023-12-17 12:17:19,37.01,76.23,80,新疆喀什地区叶城县
3.0,2023-12-16 06:39:39,39.24,77.41,10,新疆喀什地区巴楚县
3.6,2023-12-15 09:01:17,40.84,84.13,17,新疆巴音郭楞州尉犁县
2.3,2023-12-15 08:03:38,39.46,118.04,11,河北唐山市丰南区
3.8,2023-12-14 10:38:59,29.28,105.49,8,四川泸州市泸县
3.0,2023-12-14 05:21:10,39.98,118.04,9,河北唐山市遵化市
3.3,2023-12-13 23:33:33,33.19,88.37,10,西藏那曲市双湖县
3.1,2023-12-13 08:05:15,36.78,77.13,80,新疆喀什地区叶城县
3.0,2023-12-12 23:41:21,38.43,76.05,22,新疆克孜勒苏州阿克陶县
3.0,2023-12-12 03:59:42,39.78,74.52,10,新疆克孜勒苏州乌恰县
4.4,2023-12-09 14:19:25,24.43,122.72,40,台湾宜兰县海域
3.0,2023-12-08 09:47:40,37.64,77.78,22,新疆和田地区皮山县
3.8,2023-12-07 23:01:45,34.9,119.86,8,江苏连云港市赣榆区海域
3.3,2023-12-06 20:06:56,40.34,111.99,16,内蒙古呼和浩特市和林格尔县
3.0,2023-12-06 00:16:38,44.24,83.81,10,新疆塔城地区乌苏市
3.6,2023-12-05 08:48:23,38.33,75.36,136,新疆克孜勒苏州阿克陶县
3.0,2023-12-03 15:14:51,24.26,98.1,10,云南德宏州芒市
4.0,2023-12-02 02:24:56,24.26,98.08,10,云南德宏州芒市
3.6,2023-12-02 02:16:23,24.25,98.07,10,云南德宏州芒市
3.0,2023-12-02 01:44:39,24.25,98.07,10,云南德宏州芒市
5.0,2023-12-02 01:36:33,24.26,98.08,10,云南德宏州芒市
3.0,2023-12-01 23:51:59,39.27,97.3,11,甘肃酒泉市肃北县
3.2,2023-12-01 23:04:50,39.33,97.29,10,甘肃酒泉市肃北县
5.0,2023-12-01 22:55:56,39.3,97.27,9,甘肃酒泉市肃北县
3.3,2023-12-01 09:25:11,27.16,104.16,8,贵州毕节市威宁县
3.8,2023-12-01 04:36:26,28.43,104.76,8,四川宜宾市珙县
3.2,2023-11-30 20:17:11,40.17,106.08,15,内蒙古阿拉善盟阿拉善左旗
4.1,2023-11-30 19:25:40,40.2,106.13,21,内蒙古阿拉善盟阿拉善左旗
3.7,2023-11-30 03:44:10,37.53,112.47,28,山西太原市清徐县
3.0,2023-11-29 20:40:42,36.42,76.07,10,新疆喀什地区塔什库尔干县
3.0,2023-11-28 07:38:47,41.19,83.7,10,新疆阿克苏地区库车市
3.4,2023-11-28 07:30:13,25.46,105.75,10,贵州黔西南州贞丰县
3.7,2023-11-28 06:15:47,28.6,87.82,10,西藏日喀则市萨迦县
3.0,2023-11-27 22:46:46,24.67,102.94,10,云南玉溪市澄江市
3.0,2023-11-26 23:33:59,30.27,96.96,10,西藏昌都市八宿县
4.8,2023-11-26 12:31:09,24.0,122.5,18,台湾花莲县海域
4.2,2023-11-26 12:11:43,23.99,122.46,17,台湾花莲县海域
3.1,2023-11-26 05:02:24,41.0,82.86,20,新疆阿克苏地区沙雅县
3.9,2023-11-25 20:06:53,43.11,94.24,10,新疆哈密市伊州区
4.0,2023-11-24 13:33:11,38.01,106.26,13,宁夏银川市灵武市
4.0,2023-11-23 00:13:13,39.51,77.23,17,新疆喀什地区伽师县
3.3,2023-11-21 03:26:39,36.53,83.81,10,新疆和田地区民丰县
3.3,2023-11-18 17:48:35,36.55,106.31,15,宁夏中卫市海原县
3.4,2023-11-18 05:24:02,46.81,86.13,30,新疆塔城地区和布克赛尔县
3.6,2023-11-16 11:33:04,37.34,78.27,18,新疆和田地区皮山县
3.6,2023-11-16 01:27:56,41.95,82.61,10,新疆阿克苏地区拜城县
4.0,2023-11-15 22:17:32,44.71,80.49,10,新疆伊犁州霍尔果斯市
3.4,2023-11-14 05:38:48,40.68,77.95,10,新疆克孜勒苏州阿合奇县
3.6,2023-11-13 08:56:31,26.98,102.79,15,四川凉山州宁南县
3.0,2023-11-12 05:21:10,41.97,82.58,10,新疆阿克苏地区拜城县
4.7,2023-11-11 00:54:38,23.42,121.7,30,台湾台东县海域
3.3,2023-11-08 23:34:35,40.48,77.74,10,新疆克孜勒苏州阿合奇县
3.1,2023-11-08 19:13:59,40.51,77.66,10,新疆克孜勒苏州阿图什市
3.1,2023-11-08 07:25:37,33.71,89.36,8,西藏那曲市双湖县
3.2,2023-11-08 03:46:14,40.51,77.69,10,新疆克孜勒苏州阿图什市
3.3,2023-11-08 03:34:17,40.53,77.69,10,新疆克孜勒苏州阿图什市
4.3,2023-11-08 02:52:00,40.54,77.68,12,新疆克孜勒苏州阿图什市
3.6,2023-11-08 02:31:32,40.55,77.74,11,新疆克孜勒苏州阿合奇县
4.3,2023-11-08 02:15:03,40.55,77.64,11,新疆克孜勒苏州阿图什市
5.4,2023-11-08 02:09:48,40.47,77.72,10,新疆克孜勒苏州阿图什市
3.0,2023-11-07 10:07:01,42.07,85.62,10,新疆巴音郭楞州库尔勒市
3.1,2023-11-06 13:42:49,38.89,75.23,10,新疆克孜勒苏州阿克陶县
3.1,2023-11-05 12:59:54,39.36,97.29,14,甘肃酒泉市肃北县
4.3,2023-11-04 19:24:11,22.08,112.25,8,广东江门市恩平市
3.7,2023-10-31 19:13:53,40.66,83.75,36,新疆阿克苏地区沙雅县
2.6,2023-10-31 10:01:58,39.48,116.75,10,河北廊坊市安次区
4.1,2023-10-31 08:40:03,36.48,83.73,10,新疆和田地区民丰县
3.9,2023-10-31 06:24:08,36.56,83.74,10,新疆和田地区民丰县
3.6,2023-10-31 02:12:38,41.14,83.31,22,新疆阿克苏地区库车市
3.8,2023-10-30 20:30:05,40.87,84.12,16,新疆巴音郭楞州尉犁县
3.0,2023-10-30 16:56:46,41.13,83.28,20,新疆阿克苏地区沙雅县
3.1,2023-10-30 07:00:34,41.09,83.58,10,新疆阿克苏地区沙雅县
3.2,2023-10-30 06:39:14,41.08,83.59,10,新疆阿克苏地区沙雅县
3.1,2023-10-30 04:53:45,39.63,82.79,25,新疆阿克苏地区沙雅县
3.2,2023-10-29 20:58:47,36.53,83.81,10,新疆和田地区民丰县
3.0,2023-10-29 01:34:46,42.3,87.14,20,新疆巴音郭楞州和硕县
3.2,2023-10-29 00:26:24,41.02,83.43,16,新疆阿克苏地区沙雅县
3.0,2023-10-28 05:30:01,44.64,93.04,10,新疆哈密市巴里坤县
3.9,2023-10-28 01:10:54,36.52,83.78,10,新疆和田地区民丰县
3.2,2023-10-28 00:16:38,31.5,88.26,10,西藏那曲市申扎县
2.9,2023-10-27 13:03:04,39.48,97.31,10,甘肃酒泉市肃北县
3.7,2023-10-27 12:38:02,36.51,83.8,10,新疆和田地区民丰县
3.3,2023-10-27 02:34:17,37.74,101.43,8,青海海北州门源县
3.0,2023-10-26 04:18:30,36.51,83.78,10,新疆和田地区民丰县
4.1,2023-10-26 02:35:36,36.53,83.77,10,新疆和田地区民丰县
3.7,2023-10-26 02:03:34,39.3,97.27,11,甘肃酒泉市肃北县
3.0,2023-10-26 00:38:21,36.49,83.77,10,新疆和田地区民丰县
3.1,2023-10-26 00:35:18,36.51,83.79,10,新疆和田地区民丰县
3.0,2023-10-25 23:55:28,36.53,83.77,10,新疆和田地区民丰县
4.0,2023-10-25 23:52:13,36.51,83.78,10,新疆和田地区民丰县
3.1,2023-10-25 23:50:12,36.51,83.79,10,新疆和田地区民丰县
3.3,2023-10-25 19:34:14,36.51,83.77,10,新疆和田地区民丰县
4.0,2023-10-25 12:48:49,43.15,127.89,10,吉林延边州敦化市
3.1,2023-10-25 03:33:56,39.31,97.28,10,甘肃酒泉市肃北县
3.6,2023-10-25 02:02:44,33.71,87.62,10,西藏那曲市双湖县
3.1,2023-10-25 01:00:06,36.51,83.78,10,新疆和田地区民丰县
5.5,2023-10-24 19:32:13,39.43,97.28,10,甘肃酒泉市肃北县
3.3,2023-10-24 11:50:35,41.25,83.82,10,新疆阿克苏地区库车市
4.4,2023-10-24 10:54:24,24.03,122.61,10,台湾花莲县海域
5.9,2023-10-24 07:05:20,23.96,122.83,10,台湾花莲县海域
3.2,2023-10-24 06:47:22,31.37,86.61,10,西藏那曲市尼玛县
4.0,2023-10-23 21:19:20,22.94,121.42,25,台湾台东县海域
4.4,2023-10-23 16:43:36,31.51,88.26,8,西藏那曲市申扎县
4.7,2023-10-23 14:10:39,33.57,91.3,10,青海海西州唐古拉地区
3.2,2023-10-23 12:04:48,39.39,97.32,8,甘肃酒泉市肃北县
5.0,2023-10-23 03:20:22,23.32,117.39,10,广东汕头市南澳县海域
4.7,2023-10-22 23:14:12,39.38,97.33,10,甘肃酒泉市肃北县
3.0,2023-10-21 17:08:23,34.67,103.85,10,甘肃甘南州临潭县
3.0,2023-10-21 04:50:27,36.51,83.75,10,新疆和田地区民丰县
3.3,2023-10-21 03:52:43,36.47,83.79,20,新疆和田地区民丰县
3.1,2023-10-20 17:56:34,39.64,82.82,25,新疆阿克苏地区沙雅县
3.0,2023-10-20 09:12:54,36.53,83.77,11,新疆和田地区民丰县
3.1,2023-10-20 08:52:51,36.52,83.78,10,新疆和田地区民丰县
3.1,2023-10-20 05:04:42,24.19,99.28,14,云南临沧市永德县
3.7,2023-10-19 17:59:12,41.31,83.78,12,新疆阿克苏地区库车市
3.1,2023-10-18 22:49:59,36.04,77.8,10,新疆和田地区皮山县
3.0,2023-10-18 10:07:55,21.74,111.86,10,广东阳江市江城区
3.0,2023-10-17 16:01:59,41.27,83.45,10,新疆阿克苏地区库车市
3.4,2023-10-17 02:40:36,31.25,100.83,14,四川甘孜州炉霍县
3.0,2023-10-16 15:30:04,29.61,101.98,12,四川甘孜州泸定县
2.8,2023-10-16 11:07:15,21.74,111.77,13,广东阳江市阳西县
3.2,2023-10-15 18:50:33,34.68,89.8,9,青海海西州唐古拉地区
3.4,2023-10-15 05:53:05,31.72,79.32,10,西藏阿里地区札达县
3.3,2023-10-15 02:22:16,35.52,89.6,9,西藏那曲市安多县
4.2,2023-10-14 22:04:05,23.92,122.36,19,台湾花莲县海域
4.9,2023-10-14 15:53:30,24.03,122.31,20,台湾花莲县海域
2.3,2023-10-13 08:37:05,39.05,119.61,8,河北唐山市乐亭县海域
3.0,2023-10-12 22:02:43,41.28,83.28,10,新疆阿克苏地区库车市
5.4,2023-10-11 18:36:56,23.24,121.32,14,台湾花莲县
3.3,2023-10-11 08:15:23,41.3,83.78,10,新疆阿克苏地区库车市
3.6,2023-10-09 03:46:32,30.83,86.36,25,西藏那曲市尼玛县
4.5,2023-10-09 00:17:48,41.89,82.26,10,新疆阿克苏地区拜城县
3.0,2023-10-08 21:37:02,31.72,79.33,10,西藏阿里地区札达县
3.0,2023-10-08 12:33:42,39.22,78.85,26,新疆喀什地区巴楚县
3.2,2023-10-08 00:15:59,41.86,82.25,15,新疆阿克苏地区拜城县
3.3,2023-10-07 21:21:37,31.91,116.23,15,安徽六安市裕安区
4.3,2023-10-07 14:04:08,41.89,82.24,25,新疆阿克苏地区拜城县
4.3,2023-10-07 13:09:31,41.86,82.21,21,新疆阿克苏地区拜城县
3.1,2023-10-05 23:29:01,37.58,75.46,92,新疆喀什地区塔什库尔干县
3.2,2023-10-05 01:52:36,40.19,83.12,24,新疆阿克苏地区沙雅县
2.8,2024-09-29 11:49:27,38.05,115.92,10,河北衡水市武强县
